Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 52	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21	200	111.61678	1009.074091	0.001378	48.761905	73.142857	104	134	112.505109	109	5537839	Histogram-1.csv
Measurement 52 - Feature 1	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.30839	2.998188	0.431114	0.904762	1.047619	107	133	112.75	109	15334	Histogram-2.csv
Measurement 52 - Feature 2	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		1.777778	15.212934	0.09653	5.52381	3.285714	107	134	112.387755	109	88112	Histogram-3.csv
Measurement 52 - Feature 3	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.172336	1.934639	0.578609	0.571429	0.619048	107	132	112.881579	109	8579	Histogram-4.csv
Measurement 52 - Feature 4	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.446712	4.159367	0.324476	1.238095	1.47619	107	131	112.350254	109	22133	Histogram-5.csv
Measurement 52 - Feature 5	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.213152	2.282911	0.51395	0.761905	0.714286	107	133	111.829787	109	10512	Histogram-6.csv
Measurement 52 - Feature 6	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.405896	3.84658	0.344727	0.333333	1.666667	107	133	112.078212	108	20062	Histogram-7.csv
Measurement 52 - Feature 7	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.181406	2.001982	0.568775	0.666667	0.571429	107	128	112.1125	109	8969	Histogram-8.csv
Measurement 52 - Feature 8	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.954649	8.358594	0.171707	1.952381	3.238095	107	133	112.211401	109	47241	Histogram-9.csv
Measurement 52 - Feature 9	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.342404	3.339691	0.385776	0.809524	1.285714	107	133	112.397351	109	16972	Histogram-10.csv
Measurement 52 - Feature 10	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.126984	1.558472	0.656993	0.52381	0.380952	107	132	112.839286	109	6319	Histogram-11.csv
Measurement 52 - Feature 11	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.099773	1.29826	0.743876	0.428571	0.380952	107	133	114.272727	110	5028	Histogram-12.csv
Measurement 52 - Feature 12	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.124717	1.474789	0.720567	0.47619	0.428571	107	133	114.018182	111	6271	Histogram-13.csv
Measurement 52 - Feature 13	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.124717	1.460841	0.734392	0.428571	0.47619	107	133	113.927273	111	6266	Histogram-14.csv
Measurement 52 - Feature 14	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.095238	1.272758	0.738803	0.333333	0.428571	107	130	113.261905	110	4757	Histogram-15.csv
Measurement 52 - Feature 15	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.129252	1.477182	0.744352	0.285714	0.571429	107	132	115	110	6555	Histogram-16.csv
Measurement 52 - Feature 16	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.988662	8.756298	0.162038	3.761905	1.285714	107	133	112.392202	109	49003	Histogram-17.csv
Measurement 52 - Feature 17	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.219955	2.273749	0.534636	0.52381	0.857143	107	132	113.164948	110	10977	Histogram-18.csv
Measurement 52 - Feature 18	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.172336	1.869688	0.619507	0.380952	0.714286	107	133	113.315789	110	8612	Histogram-19.csv
Measurement 52 - Feature 19	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.097506	1.261204	0.770316	0.428571	0.285714	107	131	113.581395	110	4884	Histogram-20.csv
Measurement 52 - Feature 20	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.712018	6.076094	0.242355	2.619048	0.761905	107	133	112.856688	109	35437	Histogram-21.csv
Measurement 52 - Feature 21	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.673469	6.094828	0.227827	0.619048	2.714286	107	133	112.37037	109	33374	Histogram-22.csv
Measurement 52 - Feature 22	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.197279	2.057772	0.585459	0.428571	0.809524	107	133	113.275862	110	9855	Histogram-23.csv
Measurement 52 - Feature 23	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.337868	3.256007	0.400485	0.904762	1.190476	107	133	112.671141	109	16788	Histogram-24.csv
Measurement 52 - Feature 24	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.868481	7.66164	0.18592	2.095238	2.809524	107	133	112.493473	109	43085	Histogram-25.csv
Measurement 52 - Feature 25	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		1.210884	10.263767	0.144444	1.52381	4.333333	107	133	112.492509	109	60071	Histogram-26.csv
Measurement 52 - Feature 26	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.507937	4.724028	0.286019	0.952381	1.904762	107	133	112.517857	109	25204	Histogram-27.csv
Measurement 52 - Feature 27	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.204082	2.039038	0.616826	0.666667	0.666667	107	132	114.033333	111	10263	Histogram-28.csv
Measurement 52 - Feature 28	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.292517	2.900967	0.436793	0.428571	1.238095	107	133	112.992248	109	14576	Histogram-29.csv
Measurement 52 - Feature 29	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.578231	5.239257	0.264711	1.857143	1.571429	107	132	112.45098	109	28675	Histogram-30.csv
Measurement 52 - Feature 30	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.716553	6.551874	0.209762	2.666667	1.285714	107	133	112.246835	109	35470	Histogram-31.csv
Measurement 52 - Feature 31	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.600907	5.400266	0.258933	2.380952	0.619048	107	133	112.332075	109	29768	Histogram-32.csv
Measurement 52 - Feature 32	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.972789	8.337468	0.175857	3.047619	2.285714	107	133	112.445221	109	48239	Histogram-33.csv
Measurement 52 - Feature 33	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		1.696145	14.641916	0.099421	5.952381	1.714286	107	133	112.346257	109	84035	Histogram-34.csv
Measurement 52 - Feature 34	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		1.442177	7.767271	0.300394	3.571429	0.571429	107	133	112.41195	109	71494	Histogram-35.csv
Measurement 52 - Feature 35	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.30839	2.979865	0.436432	0.52381	1.095238	107	133	112.272059	109	15269	Histogram-36.csv
Measurement 52 - Feature 36	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.718821	6.514818	0.212827	1.857143	2	107	133	112.264984	109	35588	Histogram-37.csv
Measurement 52 - Feature 37	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		1.369615	11.723787	0.12522	4.190476	3.095238	107	133	112.289735	109	67823	Histogram-38.csv
Measurement 52 - Feature 38	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.793651	7.139232	0.195675	1.619048	2.857143	107	133	112.4	109	39340	Histogram-39.csv
Measurement 52 - Feature 39	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.702948	6.270535	0.224659	2.190476	1.809524	107	134	112.583871	109	34901	Histogram-40.csv
Measurement 52 - Feature 40	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.455782	4.220353	0.321566	0.428571	1.904762	107	133	112.616915	109	22636	Histogram-41.csv
Measurement 52 - Feature 41	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.603175	5.479164	0.252478	2.380952	0.714286	107	133	112.477444	109	29919	Histogram-42.csv
Measurement 52 - Feature 42	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.852608	7.436501	0.193741	1.809524	2.857143	107	133	112.62766	109	42348	Histogram-43.csv
Measurement 52 - Feature 43	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.172336	1.858134	0.627236	0.333333	0.714286	107	133	113.223684	110	8605	Histogram-44.csv
Measurement 52 - Feature 44	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.201814	2.097221	0.576598	0.809524	0.47619	107	133	113.876404	109	10135	Histogram-45.csv
Measurement 52 - Feature 45	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.188209	1.864902	0.680044	0.571429	0.619048	107	133	112.506024	109	9338	Histogram-46.csv
Measurement 52 - Feature 46	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.410431	3.892797	0.34035	1.666667	0.52381	107	132	112.541436	109	20370	Histogram-47.csv
Measurement 52 - Feature 47	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.274376	2.287697	0.658809	0.857143	0.52381	107	132	111.322314	108	13470	Histogram-48.csv
Measurement 52 - Feature 48	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.335601	3.328137	0.380742	1.285714	0.761905	107	133	112.574324	109	16661	Histogram-49.csv
Measurement 52 - Feature 49	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		1.056689	9.229274	0.155891	2.095238	3.428571	107	133	112.287554	109	52326	Histogram-50.csv
Measurement 52 - Feature 50	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.632653	5.722626	0.242764	2.333333	1.190476	107	133	112.724014	109	31450	Histogram-51.csv
Measurement 52 - Feature 51	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.410431	3.825043	0.352515	1.380952	1.047619	107	133	112.535912	109	20369	Histogram-52.csv
Measurement 52 - Feature 52	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.315193	3.014938	0.435742	1.285714	0.333333	107	133	112.820144	109	15682	Histogram-53.csv
Measurement 52 - Feature 53	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.405896	3.760503	0.360689	0.380952	1.666667	107	132	112.217877	109	20087	Histogram-54.csv
Measurement 52 - Feature 54	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.260771	2.563839	0.498526	0.809524	0.904762	107	132	112.426087	109	12929	Histogram-55.csv
Measurement 52 - Feature 55	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.569161	5.165555	0.268047	1.095238	1.809524	107	132	112.067729	109	28129	Histogram-56.csv
Measurement 52 - Feature 56	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.172336	1.786005	0.678922	0.619048	0.47619	107	132	112.921053	109	8582	Histogram-57.csv
Measurement 52 - Feature 57	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.961451	8.496085	0.167378	3.47619	1.47619	107	134	112.311321	109	47620	Histogram-58.csv
Measurement 52 - Feature 58	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.185941	2.013537	0.576323	0.666667	0.619048	107	133	112.121951	109	9194	Histogram-59.csv
Measurement 52 - Feature 59	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.659864	5.91987	0.236614	2.285714	1.47619	107	133	112.725086	109	32803	Histogram-60.csv
Measurement 52 - Feature 60	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.1678	1.872081	0.601663	0.333333	0.714286	107	131	112.851351	110	8351	Histogram-61.csv
Measurement 52 - Feature 61	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.154195	1.693159	0.675903	0.333333	0.666667	107	132	114.705882	110	7800	Histogram-62.csv
Measurement 52 - Feature 62	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.600907	5.429733	0.25613	2.047619	1.47619	107	133	112.498113	109	29812	Histogram-63.csv
Measurement 52 - Feature 63	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		1.244898	10.718421	0.13617	2.142857	3.904762	107	133	112.675774	109	61859	Histogram-64.csv
Measurement 52 - Feature 64	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.360544	3.402249	0.391414	1.095238	1.142857	107	133	112.559748	109	17897	Histogram-65.csv
Measurement 52 - Feature 65	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.580499	5.004545	0.291261	1.619048	1.761905	107	133	113.433594	109	29039	Histogram-66.csv
Measurement 52 - Feature 66	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.60771	5.573992	0.245795	2.238095	1.190476	107	133	112.630597	109	30185	Histogram-67.csv
Measurement 52 - Feature 67	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		2.519274	21.279456	0.069914	1.619048	9.142857	107	134	112.387039	109	124862	Histogram-68.csv
Measurement 52 - Feature 68	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.526077	4.879841	0.277618	2.047619	0.761905	107	132	112.353448	109	26066	Histogram-69.csv
Measurement 52 - Feature 69	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.498866	4.615253	0.294309	2.047619	0.428571	107	133	112.163636	109	24676	Histogram-70.csv
Measurement 52 - Feature 70	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.870748	7.523399	0.193319	3.47619	0.428571	107	133	112.445312	109	43179	Histogram-71.csv
Measurement 52 - Feature 71	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.562358	5.123303	0.26923	1.952381	1.285714	107	133	112.762097	109	27965	Histogram-72.csv
Measurement 52 - Feature 72	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.655329	5.970874	0.23099	1.619048	2.238095	107	134	112.633218	109	32551	Histogram-73.csv
Measurement 52 - Feature 73	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		1.780045	15.437662	0.093859	3.571429	4.238095	107	133	112.13758	109	88028	Histogram-74.csv
Measurement 52 - Feature 74	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.600907	5.343656	0.264448	1.857143	1.714286	107	133	112.430189	109	29794	Histogram-75.csv
Measurement 52 - Feature 75	2021-01-05T19:37:37-06:00	D1T10_003_cells.tif	Selection	Custom (21 pixel(s) = 1.0000 microns)	microns	21		0.301587	2.961542	0.432103	1.333333	0.238095	107	130	111.661654	108	14851	Histogram-76.csv
