"Label"	"Date and Time"	"Document"	"Source"	"Scale"	"Scale Units"	"Scale Factor"	"Count"	"Area"	"Perimeter"	"Circularity"	"Height"	"Width"	"Gray Value (Minimum)"	"Gray Value (Maximum)"	"Gray Value (Mean)"	"Gray Value (Median)"	"Integrated Density"	"Histogram"
"Measurement 81"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"	"72"	"389.336777"	"2163.593482"	"0.001045"	"33.318182"	"232.863636"	"206.000000"	"218.000000"	"215.329141"	"217.000000"	"40576408.000000"	"Histogram-1.csv"
"Measurement 81 - Feature 1"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"0.502066"	"4.254454"	"0.348565"	"1.681818"	"0.818182"	"217.000000"	"218.000000"	"217.497942"	"217.000000"	"52852.000000"	"Histogram-2.csv"
"Measurement 81 - Feature 2"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"1.028926"	"7.609345"	"0.223305"	"0.681818"	"3.363636"	"206.000000"	"207.000000"	"206.969880"	"207.000000"	"103071.000000"	"Histogram-3.csv"
"Measurement 81 - Feature 3"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"1.161157"	"8.653070"	"0.194877"	"3.090909"	"1.409091"	"206.000000"	"207.000000"	"206.957295"	"207.000000"	"116310.000000"	"Histogram-4.csv"
"Measurement 81 - Feature 4"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"16.590909"	"92.539307"	"0.024346"	"17.772727"	"13.772727"	"206.000000"	"218.000000"	"216.381071"	"217.000000"	"1737540.000000"	"Histogram-5.csv"
"Measurement 81 - Feature 5"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"4.371901"	"30.842782"	"0.057753"	"4.545455"	"8.363636"	"206.000000"	"218.000000"	"213.128072"	"217.000000"	"450979.000000"	"Histogram-6.csv"
"Measurement 81 - Feature 6"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"0.824380"	"6.223650"	"0.267453"	"0.409091"	"2.863636"	"206.000000"	"207.000000"	"206.967419"	"207.000000"	"82580.000000"	"Histogram-7.csv"
"Measurement 81 - Feature 7"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"35.285124"	"167.288761"	"0.015844"	"11.954545"	"17.136364"	"217.000000"	"218.000000"	"217.516395"	"218.000000"	"3714745.000000"	"Histogram-8.csv"
"Measurement 81 - Feature 8"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"136.086777"	"691.737695"	"0.003574"	"32.500000"	"49.545455"	"217.000000"	"218.000000"	"217.514484"	"218.000000"	"14326809.000000"	"Histogram-9.csv"
"Measurement 81 - Feature 9"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"6.766529"	"62.705337"	"0.021626"	"4.045455"	"15.863636"	"217.000000"	"218.000000"	"217.508092"	"218.000000"	"712339.000000"	"Histogram-10.csv"
"Measurement 81 - Feature 10"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"0.706612"	"8.240356"	"0.130767"	"2.227273"	"2.500000"	"217.000000"	"218.000000"	"217.505848"	"218.000000"	"74387.000000"	"Histogram-11.csv"
"Measurement 81 - Feature 11"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"8.865702"	"64.906930"	"0.026445"	"10.272727"	"11.181818"	"206.000000"	"209.000000"	"207.678863"	"207.000000"	"891150.000000"	"Histogram-12.csv"
"Measurement 81 - Feature 12"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"0.179752"	"2.613913"	"0.330599"	"0.454545"	"1.045455"	"208.000000"	"209.000000"	"208.873563"	"209.000000"	"18172.000000"	"Histogram-13.csv"
"Measurement 81 - Feature 13"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"50.435950"	"210.345664"	"0.014325"	"30.727273"	"25.181818"	"206.000000"	"207.000000"	"206.483143"	"206.000000"	"5040460.000000"	"Histogram-14.csv"
"Measurement 81 - Feature 14"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"1.144628"	"8.878612"	"0.182467"	"3.318182"	"2.272727"	"206.000000"	"207.000000"	"206.505415"	"207.000000"	"114404.000000"	"Histogram-15.csv"
"Measurement 81 - Feature 15"	"2021-01-06T11:50:20-06:00"	"composite.tif"	"Selection"	"Custom (22 pixel(s) = 1.0000 microns)"	"microns"	"22.000000"		"0.630165"	"7.564445"	"0.138392"	"1.000000"	"3.227273"	"217.000000"	"218.000000"	"217.521311"	"218.000000"	"66344.000000"	"Histogram-16.csv"
